photoId,longitude,latitude,clusterId
228,114.272918,30.59832,0
387,114.354114,30.519708,1
858,111.058425,32.444988,-1
925,111.280319,30.708,-1
1042,114.288078,30.550726,-1
1048,112.262666,30.973333,-1
1234,111.012163,30.832258000000003,-1
1433,114.262018,30.581622,2
1485,111.012313,30.832855,-1
1682,111.285309,30.691327,-1
1685,114.296876,30.546993,3
1876,114.262018,30.581622,2
2132,114.298655,30.546588,-1
2674,114.215927,30.511695,-1
2736,111.019293,30.834788,4
3355,114.263584,30.588923,-1
3833,114.264335,30.60423,5
3945,114.355802,30.540316,-1
4099,111.01936299999998,30.834794,4
4405,114.409046,30.554897,-1
4611,114.283561,30.570538,-1
4696,114.354141,30.54215,22
4746,114.296933,30.547173,3
5870,114.262018,30.581622,2
5874,114.215583,30.520272,-1
6023,114.319298,30.254101,-1
6082,111.006546,30.830613,6
6409,114.30078600000002,30.543527,-1
6701,114.409575,30.612288,-1
7060,111.019222,30.834819,4
7074,111.260604,30.73593300000001,-1
7130,111.286201,30.7005,7
7380,111.006546,30.830613,6
7943,114.35348799999998,30.541844,22
7971,111.019222,30.834819,4
8200,111.286201,30.7005,7
8548,111.020965,32.397179,-1
8706,114.174556,30.494797,-1
8729,114.296844,30.54707100000001,3
8987,111.011353,30.827518,-1
9310,114.397605,30.473336,-1
9358,114.254794,30.548347,-1
9698,114.264335,30.60423,5
10062,114.315319,30.607333,-1
10113,111.019222,30.834819,4
10396,110.48126200000002,31.041168,8
10570,114.296933,30.547173,3
10683,114.253692,30.57645,-1
10901,110.75901,30.959651,-1
11037,114.309396,30.550176,-1
11093,111.020965,32.397179,-1
11190,110.48126200000002,31.041168,8
11710,111.01242,30.832871,-1
11713,114.267425,30.580588,-1
12100,114.25781200000002,30.593001,-1
12108,113.11523400000002,31.620954,9
12115,111.008605,30.81823,-1
12328,111.006546,30.830613,6
12357,114.35995,30.542136,-1
12694,114.296822,30.547186,3
12713,114.358978,30.542074,-1
13017,114.263076,30.591868,10
13281,110.830569,30.829991,11
13334,114.263094,30.58655,12
13576,114.252319,30.604821,13
13648,114.264335,30.60423,5
14034,111.00727,30.82679000000001,-1
14097,114.264335,30.60423,5
14130,114.25781200000002,30.593001,-1
14180,113.8899,29.718658,-1
14182,114.353258,30.542147,22
14397,111.412353,30.987027,-1
14413,112.141227,32.034564,-1
14607,114.365551,30.539328,-1
14718,114.30287,30.620938,-1
14792,111.006546,30.830613,6
14863,111.282577,30.702287,-1
15046,111.014077,32.421291,14
15464,114.296933,30.547173,3
15513,114.233093,30.55753,-1
15826,114.266666,30.583333000000003,-1
16373,111.019428,30.834796,4
16486,111.147308,30.780188,-1
16850,114.356775,30.56263,-1
17029,110.749056,30.961591,-1
17535,114.266666,30.583333000000003,-1
17598,114.264335,30.60423,5
17633,110.934448,30.935212,15
17641,110.368652,31.005862,-1
17663,111.027005,30.834805,-1
17762,114.30078799999998,30.543672,-1
18083,110.851135,30.898493,16
18396,110.310513,31.135802,-1
18519,114.267425,30.580588,-1
18784,114.296933,30.547173,3
18921,113.11523400000002,31.620954,9
19078,114.252319,30.604821,13
19209,114.264507,30.599428000000003,-1
19446,114.354114,30.519708,1
19659,113.439716,30.37078,-1
19709,114.262018,30.581622,2
20349,115.941467,29.759608,17
20642,111.309874,30.699563,-1
20990,111.274681,30.702434000000004,-1
21267,111.291847,30.698596,-1
21522,110.675926,30.999535,-1
21628,114.264335,30.60423,5
22108,114.409046,30.554897,-1
22346,114.352355,30.535466,-1
22364,114.268149,30.583045,-1
22372,114.252319,30.604821,13
23037,114.354114,30.519708,1
23405,114.309396,30.550176,-1
24143,114.291286,30.612401,-1
24391,114.283905,30.611913,-1
24392,111.045341,30.82678,-1
24425,114.409575,30.612288,-1
24477,110.934448,30.935212,15
24641,114.354543,30.52493,-1
24831,114.315319,30.607333,-1
24986,110.323327,31.076177,-1
25078,114.262018,30.581622,2
25351,110.77991000000002,32.642645,-1
25564,111.020053,32.419674,-1
25695,111.019222,30.834819,4
25767,111.150555,30.839861,-1
25783,114.25781200000002,30.593001,-1
25799,114.357986,30.541095,-1
26152,114.264185,30.58689600000001,-1
26157,113.743705,29.541483000000003,-1
26223,114.331326,30.547559000000003,-1
26276,114.354111,30.542194,22
26827,114.169921,30.581179,18
26828,110.934448,30.935212,15
27402,110.351752,31.167963,-1
27538,110.934448,30.935212,15
27840,110.255012,31.018662,-1
28006,114.297713,30.546855,-1
28210,114.262018,30.581622,2
28559,114.296933,30.547173,3
28688,114.296933,30.547173,3
28739,114.264678,30.57674500000001,-1
28865,111.011863,30.831308,-1
29292,113.443333,30.386261,-1
29690,114.169921,30.581179,18
29796,114.262018,30.581622,2
29812,114.353419,30.542313,22
30358,114.262018,30.581622,2
30520,114.264335,30.60423,5
30556,110.851135,30.898493,16
30570,114.297637,30.608589,-1
30809,114.353541,30.542019,22
30916,114.358227,30.542288,-1
32046,114.262018,30.581622,2
32203,114.354241,30.541205,-1
32323,114.262018,30.581622,2
32447,114.467613,30.487856,-1
32789,110.934448,30.935212,15
33121,114.262018,30.581622,2
33330,114.256439,30.574085,19
33824,114.352054,30.482852,-1
33935,111.286954,30.692323,-1
34172,109.457645,30.281898,-1
34299,114.262018,30.581622,2
35110,114.314911,30.5431,-1
35138,110.851135,30.898493,16
35274,113.738091,29.546555,-1
35399,114.272918,30.59832,0
35447,110.934448,30.935212,15
35852,111.019222,30.834819,4
35988,114.259185,30.56906,20
37366,111.285309,30.691327,-1
37414,114.264335,30.60423,5
37731,110.828925,30.908666,-1
37771,114.261281,30.581607,-1
38488,110.934448,30.935212,15
38558,111.006546,30.830613,6
38559,114.296933,30.547173,3
39332,115.02891499999998,31.18145100000001,-1
39469,111.031866,30.833211,-1
39604,114.311714,30.799506,-1
40058,114.272918,30.59832,0
40162,114.296933,30.547173,3
40445,111.260604,30.73593300000001,-1
40651,111.286201,30.7005,7
41468,114.259185,30.56906,20
41471,114.297401,30.575988,-1
41713,114.262018,30.581622,2
42550,110.830569,30.829991,11
42737,114.259185,30.56906,20
43044,114.400033,30.547774,-1
43302,114.34257,30.509754,-1
43496,114.398145,30.522805,-1
43792,111.412353,30.987027,-1
43993,111.019222,30.834819,4
44140,114.296933,30.547173,3
44465,114.354114,30.519708,1
44565,114.262018,30.581622,2
