photoId,longitude,latitude,clusterId
52,120.168972,30.251875,0
150,120.16262,30.252246000000003,1
166,120.15501299999998,30.237658000000003,-1
192,120.13598,30.252583,-1
247,120.168972,30.251875,0
279,120.115585,30.252246000000003,2
326,120.153191,30.241941,-1
359,120.746355,30.762489,-1
447,119.975594,30.149802,3
521,121.541748,29.890662,-1
645,121.079807,30.833192,4
686,121.550007,29.878631,-1
786,120.886413,30.946977,5
807,120.168972,30.251875,0
1107,120.172319,30.255879,6
1180,120.15129,30.246908,-1
1259,120.172319,30.255879,6
1361,120.138333,30.229999,-1
1613,120.309842,29.142587,-1
1744,120.740261,30.761308000000003,7
1819,120.17395,30.263811,-1
1820,120.135498,30.247056,8
1868,120.138931,30.246314,9
2172,120.434924,30.2349,-1
2191,120.139,30.229333,-1
2417,121.544166,29.829166,-1
2480,120.154466,30.248835,-1
2715,120.141334,30.242904,10
2784,120.142707,30.262329,11
2867,121.083068,27.469287,-1
2968,120.158929,30.266888,12
3069,120.30923500000002,29.138853000000005,-1
3168,122.389997,29.979627,-1
3306,120.168972,30.251875,0
3600,120.743865,30.759833,-1
3703,120.135498,30.247056,8
3709,120.122451,30.249577,13
3712,120.488948,30.74722,14
3822,120.079193,30.152679,-1
3839,120.11283799999998,30.253136,15
4075,120.093166,30.172472,-1
4152,120.141677,30.227776,-1
4227,119.093764,30.263538,-1
4378,120.158843,30.260253,-1
4430,120.146141,30.229444,-1
4434,122.385719,29.999878,16
4650,120.1613,30.251649,-1
4697,120.130066,30.2684,-1
4744,122.407093,30.003037,-1
4765,120.154252,30.256954,-1
4797,120.484828,30.745229,-1
4807,120.162448,30.23927,-1
4844,120.166166,30.242666,-1
5029,120.141334,30.242904,10
5040,120.11283799999998,30.253136,15
5206,120.586795,30.655117,-1
5394,120.158929,30.266888,12
5444,120.885911,30.946452,5
5683,121.5775,29.8745,17
5877,120.097646,30.243552,18
5961,121.169586,27.837254,-1
5987,120.168972,30.251875,0
5988,121.080322,30.833487,4
6006,121.555824,29.856723,-1
6103,120.197119,30.252788,-1
6156,120.585833,29.993667,-1
6170,120.389556,30.850363,-1
6185,120.145668,30.235275,-1
6260,120.11283799999998,30.253136,15
6264,120.157311,30.252922,-1
6270,119.40513500000002,30.399394,-1
6298,120.127687,30.237416,-1
6338,121.032055,30.702613,-1
6417,120.165023,30.252691,19
6518,121.543833,29.895,20
6569,120.08786200000002,30.328731,-1
6579,120.157363,30.255939,-1
6624,120.789452,30.783616,-1
7111,120.218167,30.260833,-1
7162,120.154252,30.256954,-1
7235,120.158434,30.24998900000001,-1
7248,120.110335,30.281224,-1
7288,121.123924,28.84941,21
7307,120.163024,30.24291,-1
7325,120.746355,30.762489,-1
7340,120.487747,30.745376,-1
7556,120.134847,30.287897,-1
7563,120.116,30.281333,-1
7651,120.09691,30.243026,68
7831,120.16895,30.240049,-1
7841,120.488948,30.74722,14
7900,120.146666,30.224833,-1
8035,120.122451,30.249577,13
8111,120.724468,28.014748,-1
8114,120.080137,30.30609500000001,-1
8115,121.169586,27.837254,-1
8131,120.137,30.2355,-1
