photoId,longitude,latitude,clusterId
9,121.218338,30.96841,-1
12,121.48918,31.227333,0
21,121.475915,31.230417,1
34,121.484069,31.230123,2
56,121.474971,31.253019,3
64,121.387939,31.255074,4
68,121.478919,31.242012,-1
89,121.499022,31.239736,5
102,121.492577,31.189409,303
118,121.481151,31.237829,6
123,121.459264,31.190776,7
135,121.457977,31.256541,-1
155,121.474199,31.236692,146
204,121.500849,31.237921000000004,5
216,121.44058,31.243044,8
227,121.490421,31.229316,9
261,121.505012,31.237462,10
266,121.460723,31.231004,11
272,121.469349,31.216967,12
282,121.484016,31.259205,-1
302,121.459007,31.229903000000004,-1
336,121.46553,31.243333000000003,13
341,121.442871,31.203404,-1
349,121.441766,31.145693,14
353,121.45523,31.242159,15
356,120.918359,31.114826,16
366,121.488018,31.230564,17
375,121.46642,31.232637,18
408,121.499173,31.237976,-1
420,121.450424,31.23757,-1
422,121.470873,31.23327,19
430,121.502022,31.237525,5
438,121.506729,31.226821,20
460,121.473598,31.21350300000001,21
464,121.489391,31.193346,22
488,121.434191,31.197829,-1
496,121.488811,31.239499,-1
497,121.358757,31.195476,-1
501,121.44073,31.225087,23
516,121.469414,31.236141,-1
576,121.4002,31.2275,-1
578,121.47583,31.26916,24
586,121.560587,31.209791,25
589,121.545,31.219333,-1
599,121.470336,31.240985,26
609,121.470155,31.22487700000001,27
615,121.45317,31.238637,28
619,121.506643,31.214856,29
623,121.011,30.8895,30
636,121.475433,31.223949,73
644,121.489883,31.205005,-1
653,121.432998,31.205099,31
682,121.437463,31.21225,32
691,121.451668,31.231068,33
741,121.50557,31.237793,34
743,121.41661,31.113159000000003,35
753,121.476516,31.239517,-1
779,121.48743799999998,31.228463,17
787,121.451668,31.231068,33
790,121.472396,31.232032,36
811,121.470336,31.240985,26
818,121.487394,31.229394,17
862,121.491966,31.233793,-1
866,121.468448,31.233866,18
872,121.487503,31.231592,37
879,121.492052,31.227243,38
909,121.466302,31.233353,18
910,121.471881,31.248396000000003,-1
920,121.339852,30.70595800000001,-1
937,121.475915,31.230417,1
955,121.229247,31.007311,-1
962,121.490131,31.243517,39
980,121.451668,31.231068,33
992,121.457772,31.210655,-1
994,121.45111,31.244507,40
995,121.322644,30.913216,41
1009,121.306958,31.338169,42
1016,121.426391,31.205754,43
1017,121.48568,31.229444,17
1018,121.486333,31.2365,44
1021,121.457767,31.210145,45
1068,121.499205,31.236744,-1
1071,121.48725,31.228775,17
1073,121.471109,31.235963,46
1119,121.464146,31.226325,47
1123,121.432998,31.205099,31
1152,121.05395,31.109133,-1
1158,121.391333,31.028666,-1
1168,121.45935,31.240006,48
1172,121.475915,31.230417,1
1219,121.473083,31.239664,-1
1242,121.48625,31.238211,44
1260,121.489734,31.235848,175
1273,121.486191,31.240311,44
1286,121.489048,31.233793,49
1288,121.424666,31.166333,50
1298,121.464843,31.250378,-1
1301,121.470336,31.240985,26
1314,121.53737,31.224646000000003,-1
1317,121.48698799999998,31.228178000000003,17
1335,121.786311,31.405641,-1
1344,121.439,31.216166,-1
1350,120.918359,31.114826,16
1356,121.474971,31.253019,3
1367,121.458122,31.061069,-1
1404,121.514968,31.231738,51
1431,121.470336,31.240985,26
1443,121.482353,31.237462,52
1464,121.45935,31.236288,53
1496,121.47686000000002,31.245094,54
1525,121.555309,31.214049,55
1526,121.453857,31.234859000000004,-1
1534,121.473686,31.182627,56
1568,121.438333,31.212666,-1
1592,121.22471000000002,30.962448,-1
1624,121.283988,31.0261,-1
1635,121.506643,31.214856,29
