photoId,longitude,latitude,clusterId
101,108.926696,34.274807,-1
213,109.272347,34.385555,0
364,108.95932,34.219662,1
367,108.974303,34.216344,-1
390,108.898286,34.271261,2
404,108.892666,34.240333,-1
484,108.942489,34.279063,3
622,109.050666,34.335,-1
625,108.808593,34.379712,4
689,108.933333,34.25,-1
728,109.120633,34.235890999999995,-1
817,108.928009,34.27301,5
892,110.077411,34.47813,-1
903,108.935919,34.238902,6
960,108.958969,34.216283000000004,-1
971,108.928756,34.254662,7
1092,108.81958,34.307143,-1
1631,108.969182,34.216983,8
1670,110.066666,34.466666,9
1683,109.186248,34.362709,-1
1726,108.947166,34.269833,83
1759,108.915023,34.275375,-1
1782,109.212341,34.373195,10
1825,108.942317,34.261189,11
2063,107.940673,34.504293,12
2070,108.935919,34.238902,6
2104,108.947166,34.269833,83
2337,109.274313,34.385102,0
2520,108.941631,34.265161,-1
2594,108.928666,34.258333,13
2612,109.272937,34.385166,0
2844,108.929443,34.345703,14
2992,108.943241,34.253972,-1
3079,108.885498,34.311681,-1
3088,109.189682,34.369157,-1
3134,108.946609,34.250405,15
3170,109.274118,34.385007,0
3263,109.480459,36.60943,-1
3295,108.937683,34.269701,16
3328,108.885498,34.311681,-1
3408,110.092449,34.492126,17
3550,107.495727,33.96543,-1
3579,110.08118,34.480233,-1
3724,110.086269,34.494319,18
3862,108.946266,34.255016999999995,-1
3865,108.938369,34.266154,-1
4097,109.06608500000002,34.314516,19
4151,108.942489,34.279063,3
4229,110.082169,34.478255,75
4242,108.341233,33.335073,-1
4245,110.086269,34.494319,18
4396,108.95941299999998,34.223727000000004,-1
4399,108.969182,34.216983,8
4459,109.271049,34.387362,-1
4845,108.852539,34.307143,20
4893,110.077786,34.47793,-1
4951,108.942317,34.261189,11
5132,109.100011,34.383283,21
5272,108.219623,34.564393,-1
5408,108.948705,34.255944,81
5551,108.90335,34.276226,22
5556,108.863525,34.302606,23
5659,106.884613,32.888957,24
5666,108.92807,34.262324,-1
5676,108.89923,34.272963,25
5771,108.922576,34.282183,26
5818,108.921546,34.270552,-1
5911,108.959431,34.218373,1
6014,110.069961,34.539792,27
6024,108.967938,34.239585,-1
6074,108.930473,34.277455,28
6171,108.044333,34.294667,-1
6205,109.052166,34.280333,-1
6265,109.278591,34.383812,-1
6271,108.954076,34.224861,29
6305,108.946609,34.250405,15
6374,109.060166,34.285,-1
6401,108.947038,34.277077,30
6454,109.194316,34.371495,-1
6458,109.100011,34.383283,21
6501,108.947166,34.269833,83
6757,108.945236,34.226777,-1
6807,108.90335,34.276226,22
6883,108.929443,34.345703,14
6907,108.95983,34.218591,1
7116,109.275547,34.384963,-1
7121,108.90953,34.28502,31
7154,108.942489,34.279063,3
7177,108.912965,34.261757,-1
7218,108.969182,34.216983,8
7332,108.970899,34.259043,-1
7411,108.898072,34.233677,-1
7520,108.869018,34.397844,32
7657,110.080152,34.477177000000005,-1
7714,110.17258,37.758597,-1
7912,108.942832,34.27625,-1
8188,110.092449,34.492126,17
8208,108.946609,34.250405,15
8288,108.897171,34.274666,33
8310,108.954076,34.224861,29
8520,108.894596,34.271687,34
8539,108.959216,34.221661,-1
8711,108.894596,34.271687,34
9059,108.966555,34.256063,-1
9170,108.959488,34.219077,1
9212,109.274396,34.385804,0
9408,108.941802,34.27197,35
9644,108.942317,34.266366999999995,36
9712,108.700705,34.37328,37
9749,110.076399,34.478725,-1
9754,108.92601,34.271687,38
