photoId,longitude,latitude,clusterId
788,115.892028,28.67854,0
1450,117.747344,29.327114,1
1973,114.939651,25.853971,2
3093,115.878295,29.42046,-1
3254,117.854461,29.267232,3
3481,115.837783,28.834749,4
3776,115.874176,28.661671,5
3876,115.937833,28.703166,-1
5157,114.982566,27.115597,-1
5642,118.156585,28.803766,6
6104,115.871429,28.684262,7
6122,117.33398400000002,29.305561,-1
6406,115.859756,28.70444,-1
7389,115.973052,29.586743,8
7730,115.98465,29.579505,-1
7759,115.880699,28.67854,-1
8207,113.910202,27.686819,-1
9181,115.973052,29.586743,8
9748,116.47705,27.225325,-1
9844,115.973052,29.586743,8
9914,115.84259,28.670106,-1
10095,115.84259,29.401319,-1
11410,117.854461,29.267232,3
11667,115.912666,28.679833,-1
12025,116.334915,26.345114,-1
12363,115.888333,28.6745,9
12473,114.943866,25.859327,-1
12599,115.881214,29.611968,-1
12614,117.178802,29.269703000000003,-1
12803,115.888333,28.6745,9
12811,115.966166,28.676166,10
13123,117.854461,29.267232,3
13279,115.973052,29.586743,8
14889,118.156585,28.803766,6
15244,115.937833,28.703166,-1
15535,115.871429,28.684262,7
15617,117.048125,28.241488,-1
16284,114.283905,26.728439,-1
16626,114.516506,26.319882,-1
16685,115.871429,28.684262,7
16842,115.990905,29.556734,-1
17315,117.169189,29.278692,11
17765,114.378447,27.796983,-1
18734,118.156585,28.803766,6
19386,115.795898,28.478348,-1
19604,115.83435,28.594168,-1
19745,115.9845,28.696833,12
20038,115.990921,29.72220900000001,-1
20268,115.984666,28.692,-1
21016,115.795898,28.478348,-1
21113,115.837783,28.834749,4
22849,115.888333,28.6745,9
22931,115.881214,29.611968,-1
23064,115.837783,28.834749,4
23191,115.990921,29.72220900000001,-1
24051,115.973052,29.586743,8
24076,116.04309,29.348663,-1
24347,115.864499,28.69783300000001,-1
24998,115.837783,28.834749,4
25075,115.997772,29.474872,-1
25527,117.99918999999998,29.464163,-1
25715,115.82336399999998,28.753212,-1
26419,117.21425,28.255098,-1
26634,115.94128899999998,28.705479,-1
27543,115.892028,28.67854,0
27923,115.863876,28.680648,13
28011,117.33398400000002,29.305561,-1
28603,115.796756,28.705344,14
29469,115.966166,28.676166,10
29950,115.912666,28.679833,-1
30706,115.966166,28.676166,10
31317,115.740966,25.27947,-1
32077,118.156585,28.803766,6
33333,115.83435,28.594168,-1
33561,115.885166,28.675166,-1
34318,118.156585,28.803766,6
34331,115.749206,28.712269,15
35527,115.892028,28.67854,0
35590,114.944057,25.862315,-1
36212,115.749206,28.712269,15
37007,115.83435,28.594168,-1
37180,114.420666,28.063333,-1
37442,115.82611,28.613459,-1
37626,115.859756,28.70444,-1
38440,117.747344,29.327114,1
38551,115.888333,28.6745,9
39238,118.156585,28.803766,6
39540,115.874176,28.661671,5
40144,115.863876,28.680648,13
40160,116.012567,25.885075,-1
40173,115.937833,28.703166,-1
40198,118.156585,28.803766,6
40693,115.984666,28.692,-1
40963,115.795898,28.478348,-1
41087,117.747344,29.327114,1
41500,115.611877,29.377388,16
41711,117.187213,29.264687,-1
41792,117.99918999999998,29.464163,-1
42357,115.892028,28.67854,0
42559,115.973052,29.586743,8
43461,117.169189,29.278692,11
45057,115.740966,25.27947,-1
45072,115.999832,29.735017,-1
46019,115.708007,27.761329,-1
46566,115.966166,28.676166,10
47857,117.33398400000002,29.305561,-1
48741,115.863876,28.680648,13
49607,115.990921,29.72220900000001,-1
49622,115.879497,28.679142,-1
49623,115.892028,28.67854,0
50497,115.740966,25.27947,-1
50872,115.453948,29.26303900000001,-1
50899,115.740966,25.27947,-1
51065,115.974426,29.687456,17
51424,115.973052,29.586743,8
52297,115.82611,28.613459,-1
52343,117.21425,28.255098,-1
52497,115.973052,29.586743,8
52691,115.874176,28.661671,5
52856,115.749206,28.712269,15
53177,115.892028,28.67854,0
53201,118.156585,28.803766,6
53656,115.82336399999998,28.753212,-1
54253,117.169189,29.278692,11
54328,117.747344,29.327114,1
54563,115.871429,28.684262,7
54747,118.156585,28.803766,6
55079,115.981292,29.307956,-1
55313,115.740966,25.27947,-1
55715,118.156585,28.803766,6
56558,115.973052,29.586743,8
56788,118.156585,28.803766,6
56874,115.885166,28.675166,-1
58142,114.294891,26.727213,-1
58276,115.871429,28.684262,7
58294,115.945666,28.681,-1
58411,115.893745,28.681702,-1
58636,117.195281,29.315141,18
58772,115.9845,28.696833,12
59192,115.871429,28.684262,7
60093,118.156585,28.803766,6
61338,115.871429,28.684262,7
61708,116.01242,29.731274,-1
61725,118.156585,28.803766,6
61998,117.747344,29.327114,1
62794,115.863876,28.680648,13
63544,115.952333,28.653833,-1
64335,117.824577,29.526588,-1
64725,115.973052,29.586743,8
