photoId,longitude,latitude,clusterId
51,111.646242,40.810756,0
232,123.116028,49.285061,-1
732,111.170654,40.634798,1
755,111.646242,40.810756,0
1938,111.533203,40.896905,-1
2160,111.646242,40.810756,0
3492,123.136075,49.27037,-1
4601,115.883789,42.474257,2
4907,109.818633,39.35225,-1
5388,109.511718,40.747256,-1
5479,112.895507,40.346544,3
5904,119.750976,49.328702,4
6027,116.665463,43.401608,-1
6728,111.60461399999998,40.85537,-1
6932,111.508436,40.592813,-1
7815,111.605987,41.053466,-1
8046,113.24707,40.497092,-1
8657,109.756507,39.526818,-1
8668,118.957557,42.268417,5
9139,119.750976,49.328702,4
9413,111.655726,40.809066,-1
9575,122.644521,48.40508,-1
9738,110.95642,41.294317,-1
10320,114.329223,45.142093,-1
10948,117.719833,49.434337,-1
11221,113.111371,41.028008,-1
11287,111.639461,40.821733,6
11791,118.957557,42.268417,5
11846,115.883789,42.474257,2
12793,111.646242,40.810756,0
12843,113.005371,41.004775,7
12900,119.750976,49.328702,4
13037,115.883789,42.474257,2
14447,113.285093,40.645414,-1
14697,109.953174,40.270547,-1
15471,112.895507,40.346544,3
15590,115.883789,42.474257,2
16046,111.401041,39.59323300000001,-1
16702,111.605987,41.053466,-1
17093,111.646242,40.810756,0
17589,117.469908,43.709761,-1
17766,111.639461,40.821733,6
17991,111.311472,42.190805,-1
18077,111.60461399999998,40.85537,-1
18132,117.728111,49.456584,-1
18226,111.646242,40.810756,0
18234,109.846,40.652666,-1
18457,111.646242,40.810756,0
18608,109.946496,40.242442,-1
18837,117.445166,49.583,-1
20075,112.49176,41.368564,8
20262,117.505989,43.23845,-1
20920,117.691902,49.430458,-1
21789,111.170654,40.634798,1
22221,109.878666,40.655,-1
22902,120.562763,47.414522,-1
22938,117.720611,49.433795,-1
23443,109.878833,40.654833,-1
23469,111.605987,41.053466,-1
23671,112.977905,42.10549,-1
23887,118.957557,42.268417,5
24060,112.49176,41.368564,8
25029,112.895507,40.346544,3
25162,113.005371,41.004775,7
25879,111.646242,40.810756,0
26285,118.957557,42.268417,5
26898,116.792907,48.669198,-1
27026,114.076063,41.574386,-1
28160,122.317833,47.627166,-1
28265,102.439785,39.852368,-1
28461,111.646242,40.810756,0
28766,119.750976,49.328702,4
29216,112.895507,40.346544,3
29543,111.170654,40.634798,1
30748,111.639461,40.821733,6
31560,117.522483,43.953497,-1
31816,122.38388799999998,47.764722,-1
31876,112.645027,41.102344,-1
32051,121.201171,48.951366,-1
33132,121.801833,47.495166,-1
33448,110.314836,40.792823,-1
34500,118.66024,43.523783,-1
34669,109.59686200000002,40.310948,-1
34698,110.026901,40.392799,-1
34769,117.739875,49.450046,-1
35007,111.646242,40.810756,0
35521,121.500405,47.611895,-1
35597,111.645812,40.814848,9
36024,111.646242,40.810756,0
36184,109.878666,40.654666,-1
36388,119.750976,49.328702,4
37535,111.160655,41.349687,-1
37568,111.645812,40.814848,9
38134,117.719833,49.434337,-1
38849,111.646242,40.810756,0
38863,118.954124,42.257618,-1
39038,109.845166,40.658833,-1
39323,116.105403,43.956124,-1
39977,115.883789,42.474257,2
40114,112.423095,43.98491,-1
40254,122.199166,47.617666,-1
41862,112.978577,40.971497,-1
42234,123.352837,48.421665,-1
