photoId,longitude,latitude,clusterId
1133,117.192535,39.12566500000001,0
1155,117.160949,39.119406,-1
1266,117.206493,39.116606,-1
1410,117.201625,39.132872,-1
1558,116.982421,39.368279,1
1643,117.726144,39.027385,2
1912,117.282902,39.055452,-1
2708,117.192535,39.12566500000001,0
2742,117.185668,39.149232,3
2760,116.982421,39.368279,1
3089,117.185668,39.149232,3
3555,117.193994,39.131591,4
4315,117.726144,39.027385,2
4938,117.194333,39.117,-1
5081,117.009722,39.375277,-1
5992,117.165327,39.155356,-1
6207,117.200431,39.13239,-1
6238,117.192535,39.12566500000001,0
6775,117.195968,39.136451,-1
6868,117.19923,39.131658,-1
6991,117.192535,39.12566500000001,0
7878,117.712669,38.990369,-1
9029,117.192535,39.12566500000001,0
9173,117.192535,39.12566500000001,0
9983,117.146,39.071972,5
10346,117.180733,39.153911,-1
10433,117.192535,39.12566500000001,0
10650,117.171249,39.192883,-1
10924,117.636108,39.019183,-1
11046,117.192535,39.12566500000001,0
11232,117.19231,39.133501,6
11294,116.982421,39.368279,1
11635,117.192535,39.12566500000001,0
12112,117.233488,39.097816,-1
12381,117.185111,39.128398,7
12389,117.636108,39.017049,-1
12399,117.192535,39.12566500000001,0
12683,116.982421,39.368279,1
12890,117.726144,39.027385,2
13072,117.146,39.071972,5
13120,117.193994,39.131591,4
13676,117.193994,39.131591,4
13819,117.725715,39.027185,2
14415,117.195453,39.127263,8
14784,117.674316,38.99731,-1
15170,117.198028,39.132323,9
15647,117.190861,39.117175,-1
15815,117.680053,39.005845,-1
16070,117.210125,39.11578400000001,-1
16353,117.192535,39.12566500000001,0
16932,117.203178,39.132989,10
17361,117.63343,38.958919,-1
18120,117.190497,39.134005,-1
18179,117.726144,39.027385,2
18321,117.199745,39.11874,11
18357,117.146,39.071972,5
18797,117.22605,39.104733,-1
19086,117.367801,39.053584,-1
19121,117.192535,39.12566500000001,0
19140,117.19231,39.133501,6
19372,117.195453,39.127263,8
19757,117.204605,39.150694,-1
19790,117.188767,39.118419,12
19799,117.192535,39.12566500000001,0
20130,117.198028,39.132323,9
20847,117.190666,39.105808,-1
21189,117.76288,39.0901,-1
21247,117.193994,39.131591,4
21461,117.192535,39.12566500000001,0
22044,117.192535,39.12566500000001,0
22069,117.193994,39.131591,4
22856,117.193994,39.131591,4
23261,117.664378,39.022959,-1
23291,117.192535,39.12566500000001,0
23646,117.210988,39.122303,-1
24304,117.192535,39.12566500000001,0
24345,116.982421,39.368279,1
24480,117.146,39.071972,5
24908,117.159576,39.101757,-1
24961,117.202105,39.084987,13
25089,117.21841299999998,39.113022,-1
25154,117.228927,39.103736,-1
25179,117.206047,39.113394,-1
25290,117.183383,39.152107,14
25552,117.199745,39.11874,11
25593,117.207166,39.118,-1
25625,117.2035,39.12683300000001,-1
25645,117.200088,39.134121,-1
26731,117.233154,39.100367,-1
26751,117.185668,39.149232,3
27391,117.185668,39.149232,3
27466,117.194766,39.114345,-1
27678,117.163247,39.080455,-1
27746,117.174339,39.14077800000001,-1
28081,117.202148,39.133256,15
28163,117.026367,39.26628400000001,-1
28529,117.185668,39.149232,3
28961,117.203178,39.131258,-1
29008,117.19231,39.133501,6
29516,117.202148,39.133256,15
29601,117.185668,39.149232,3
29605,117.726144,39.027385,2
29778,117.214166,39.118666,-1
29785,117.146,39.071972,5
29922,117.192535,39.12566500000001,0
30308,117.195105,39.125805,-1
30330,117.146,39.071972,5
30606,117.193994,39.131591,4
31152,117.193994,39.131591,4
31380,117.159576,39.101757,-1
32084,117.18741599999998,39.140266,-1
32784,117.193994,39.131591,4
33111,117.726144,39.027385,2
33160,117.180522,39.144927,-1
33380,117.726144,39.027385,2
33416,117.146,39.071972,5
33427,117.146,39.071972,5
33481,117.217666,39.145583,-1
33888,117.191111,39.11783300000001,-1
33923,117.155416,39.042222,-1
34107,117.192438,39.130338,-1
34317,117.22885,39.103927,-1
34380,117.193444,39.108444,-1
34678,117.225619,39.062527,-1
34951,117.195453,39.127263,8
35030,117.266883,40.082683,-1
35095,117.190647,39.120338,-1
35294,117.203178,39.132989,10
35741,117.188767,39.118419,12
36042,117.723999,38.982897,-1
36415,117.008055,39.374722,-1
36743,117.185668,39.149232,3
37080,117.192535,39.12566500000001,0
37297,117.146,39.071972,5
37934,117.114257,39.164141,-1
38173,117.187713,39.117175,-1
38344,117.192535,39.12566500000001,0
38671,117.7025,39.0265,-1
39455,117.726144,39.027385,2
39610,117.193994,39.131591,4
39866,117.218,39.088833,-1
39910,117.702333,39.0265,-1
40079,117.171249,39.192883,-1
40374,117.208414,39.086103,-1
41128,117.202716,39.135064,-1
41225,117.726144,39.027385,2
42436,117.132083,39.030805,-1
42668,117.19696100000002,39.108002,-1
43333,117.192535,39.12566500000001,0
43447,117.130055,39.043611,-1
43632,117.246093,39.181175,-1
43730,117.726144,39.027385,2
43742,117.202105,39.084987,13
44039,117.174925,39.145338,-1
44823,117.192535,39.12566500000001,0
45957,116.982421,39.368279,1
46173,117.189788,39.130592,-1
46499,117.186698,39.126198,-1
46687,117.339134,40.074262,-1
46934,117.185668,39.149232,3
47100,117.192535,39.12566500000001,0
47948,117.17657,39.147036,-1
49065,117.192535,39.12566500000001,0
49316,117.184836,39.138816,-1
49999,117.68795,39.012248,-1
50312,117.193994,39.131591,4
50567,117.146,39.071972,5
50735,117.200088,39.134121,-1
50861,117.185668,39.149232,3
51113,117.193994,39.131591,4
52271,117.193994,39.131591,4
52897,117.671298,38.98263,-1
53182,117.185668,39.149232,3
53275,117.1911,39.132497,-1
53314,117.195453,39.127263,8
54069,117.805947,39.154427,-1
54497,117.192535,39.12566500000001,0
54791,117.35836,40.166543,16
54972,117.185668,39.149232,3
55036,117.193994,39.131591,4
55249,117.223625,39.107033,-1
55356,117.379888,39.276416,-1
55567,117.193994,39.131591,4
55674,117.146,39.071972,5
55720,117.194766,39.114345,-1
55771,117.146,39.071972,5
55841,117.19231,39.133501,6
56451,117.725715,39.027185,2
56521,117.01,39.375,-1
57155,117.185668,39.149232,3
57698,117.010855,39.374358,-1
58804,117.198028,39.132323,9
59532,117.198028,39.132323,9
59659,117.192519,39.136963,-1
59753,117.200431,39.130592,-1
59801,117.165511,39.141391,-1
59892,117.192535,39.12566500000001,0
59908,117.194,39.115,-1
60148,117.192535,39.12566500000001,0
60205,117.187181,39.143283,-1
60616,117.192535,39.12566500000001,0
61013,117.146,39.071972,5
62519,117.192535,39.12566500000001,0
62563,117.192535,39.12566500000001,0
62653,117.726144,39.027385,2
62669,117.192535,39.12566500000001,0
63266,117.193994,39.131591,4
63315,117.145783,39.183016,-1
63683,117.192535,39.12566500000001,0
63800,117.174339,39.14077800000001,-1
63818,117.160949,39.119406,-1
64426,116.982421,39.368279,1
64810,117.146,39.071972,5
65350,117.726144,39.027385,2
65361,117.284545,39.054717,-1
65363,117.199745,39.11874,11
65622,117.185111,39.128398,7
65673,117.202491,39.127796,-1
66176,117.726144,39.027385,2
68120,117.185668,39.149232,3
68206,117.425308,40.227121,-1
68787,117.185111,39.128398,7
69478,117.144116,39.180713,-1
70395,117.712669,38.990369,-1
70541,117.249291,39.137813,-1
70858,117.726144,39.027385,2
70973,117.725715,39.027185,2
71198,117.191285,39.135062,-1
71335,117.155905,39.100158,-1
72255,117.212576,39.129161,-1
72438,117.193994,39.131591,4
72980,117.193994,39.131591,4
73151,117.189788,39.130592,-1
73336,117.192535,39.12566500000001,0
73677,117.193994,39.131591,4
73803,117.192535,39.12566500000001,0
73846,117.192535,39.12566500000001,0
74110,117.193994,39.131591,4
75371,117.191222,39.135819,-1
75672,117.194833,39.115166,-1
75982,117.194108,39.110222,-1
76177,117.202105,39.084987,13
76226,117.690177,39.028586,-1
76359,117.144583,39.073388,-1
76542,117.180661,39.15403,-1
76733,117.197685,39.130592,-1
76740,117.193994,39.131591,4
76835,117.192535,39.12566500000001,0
77157,117.726144,39.027385,2
77278,117.146,39.071972,5
77292,116.982421,39.368279,1
77346,117.13175,39.033527,-1
77870,117.183383,39.152107,14
77933,117.167816,39.091433,-1
78224,117.193994,39.131591,4
78248,116.982421,39.368279,1
78288,117.19231,39.133501,6
78391,117.198028,39.132323,9
78567,117.725715,39.027185,2
78606,117.146,39.071972,5
78726,117.202105,39.084987,13
78809,117.185111,39.128398,7
78936,117.199745,39.11874,11
78959,117.161083,39.080069,-1
78999,117.185111,39.128398,7
79483,117.19533,39.123858,-1
79653,117.203178,39.132989,10
80521,117.177429,39.183304,-1
80813,117.35836,40.166543,16
80917,117.233908,39.098052,-1
81006,117.183383,39.152107,14
81137,117.203178,39.132989,10
81165,117.192535,39.12566500000001,0
81168,117.195453,39.127263,8
81297,117.233252,39.100261,-1
81317,117.193994,39.131591,4
81878,117.192535,39.12566500000001,0
81985,117.195453,39.127263,8
82071,117.185668,39.149232,3
82860,117.185153,39.11587700000001,-1
83319,117.199745,39.11874,11
83567,117.21433600000002,39.08637,-1
83747,117.225547,39.10517700000001,-1
84348,117.192535,39.12566500000001,0
85121,117.204321,39.115435,-1
85461,117.201388,39.1125,-1
85524,117.146,39.071972,5
86363,117.204895,39.127929,-1
87012,117.192535,39.12566500000001,0
87664,117.195453,39.127263,8
87914,117.192535,39.12566500000001,0
89226,117.192535,39.12566500000001,0
89273,117.20336,39.126298,-1
89515,117.199058,39.131924,-1
