photoId,longitude,latitude,clusterId
167,126.347837,43.701388,-1
1943,125.318813,43.849446,0
3379,125.318813,43.849446,0
3778,125.277786,43.826725,1
4542,128.200333,44.330333,2
5103,126.551513,43.838489,-1
7438,126.200294,41.14259600000001,-1
8117,129.509582,42.895652,3
9361,128.200333,44.330333,2
10341,129.521427,42.89483,4
10427,129.534173,42.926797,-1
11164,122.612516,45.366566,-1
11279,129.37740300000002,42.751243,-1
11788,125.318813,43.849446,0
12501,125.318813,43.849446,0
13711,125.318813,43.849446,0
14369,129.509582,42.895652,3
14567,126.431958,44.113998,-1
15166,127.50476100000002,42.102811,-1
15499,126.573829,43.840346,-1
15523,125.312,43.909,-1
15791,129.37740300000002,42.751243,-1
16076,125.308953,43.876744,-1
16265,125.318813,43.849446,0
16827,128.200333,44.330333,2
17086,129.519195,42.888039,5
17104,125.292549,43.883294,-1
17276,126.429634,42.323524,-1
17494,129.519195,42.888039,5
18569,129.521427,42.89483,4
19190,126.71343600000002,44.680797,-1
19720,125.426573,43.816755,6
20122,126.347837,43.701388,-1
20376,125.349884,43.870425,7
21137,126.347837,43.701388,-1
22383,125.349884,43.870425,7
22439,125.376834,43.869435,-1
22646,129.521427,42.89483,4
22842,129.545288,42.888353,-1
22889,128.209762,44.334899,-1
23606,122.533166,45.475166,-1
24328,125.292549,43.883294,-1
25586,125.323791,43.889975,-1
26480,129.509582,42.895652,3
28769,129.534173,42.926797,-1
29736,125.448905,43.79623,-1
31526,125.453224,43.803159,-1
33655,128.200333,44.330333,2
34246,125.312622,43.881309,-1
34448,127.492278,42.104811,-1
35298,126.433732,44.116791,-1
35939,126.551342,43.851055,-1
36449,129.546318,42.88785,8
36521,129.519195,42.888039,5
37603,128.060073,42.053244,-1
40715,125.307655,43.872158,-1
40790,129.509582,42.895652,3
41552,128.17113799999998,42.186175,-1
41708,128.200333,44.330333,2
42862,129.521427,42.89483,4
44408,128.200333,44.330333,2
44514,128.209762,44.334899,-1
45695,129.519195,42.888039,5
46871,125.307655,43.872158,-1
47586,128.200333,44.330333,2
48002,129.521427,42.89483,4
48426,125.308953,43.876744,-1
48432,126.707786,44.685761,-1
48675,126.433577,44.127972,-1
49624,125.7,44.533333,-1
49726,129.519195,42.888039,5
50185,125.326538,43.893934,-1
50499,125.349884,43.870425,7
51591,125.318813,43.849446,0
52294,129.546318,42.88785,8
52308,125.326538,43.893934,-1
53532,122.743202,45.595544,-1
54248,126.712505,44.681494,-1
54654,129.53211299999998,42.927394,-1
54993,127.216186,42.105864,-1
56289,129.521427,42.89483,4
56829,125.349884,43.870425,7
56938,126.357811,44.017686,-1
58046,129.509582,42.895652,3
58278,122.628833,45.504666,-1
58587,129.534173,42.926797,-1
58786,127.997074,41.983547,-1
59880,129.521427,42.89483,4
60720,126.357802,44.017697,-1
60993,125.326538,43.893934,-1
62117,126.12528799999998,44.333405,-1
62664,129.521427,42.89483,4
62760,128.009948,41.991777,-1
63432,129.509582,42.895652,3
65864,129.521427,42.89483,4
66674,129.509582,42.895652,3
68903,125.318813,43.849446,0
69195,129.509582,42.895652,3
